CustomerID,customer_name,segment,country,region,state,market
2773,Julia Dunbar,Consumer,United States,West,California,US
2792,Kean Takahito,Consumer,United States,West,California,US
2807,Thea Hendricks,Consumer,United States,West,California,US
2862,Arthur Prichep,Consumer,United States,West,California,US
2926,David Flashing,Consumer,United States,West,California,US
2940,Keith Herrera,Consumer,United States,West,California,US
2965,Xylona Preis,Consumer,United States,West,California,US
2999,Shirley Jackson,Consumer,United States,West,California,US
3019,Helen Andreada,Consumer,United States,West,California,US
3031,Alan Shonely,Consumer,United States,West,California,US
3043,Duane Noonan,Consumer,United States,West,California,US
3100,Lynn Smith,Consumer,United States,West,California,US
3152,Jeremy Farry,Consumer,United States,West,California,US
3327,Shahid Hopkins,Consumer,United States,West,California,US
3387,William Brown,Consumer,United States,West,California,US
3401,MaryBeth Skach,Consumer,United States,West,California,US
3442,Lena Hernandez,Consumer,United States,West,California,US
3454,Emily Burns,Consumer,United States,West,California,US
3472,Jeremy Pistek,Consumer,United States,West,California,US
3488,Ruben Dartt,Consumer,United States,West,California,US
3521,Joseph Airdo,Consumer,United States,West,California,US
3549,Shahid Shariari,Consumer,United States,West,California,US
3672,Susan Pistek,Consumer,United States,West,California,US
3714,Vivek Gonzalez,Consumer,United States,West,California,US
3715,Erica Hackney,Consumer,United States,West,California,US
3772,Sheri Gordon,Consumer,United States,West,California,US
3803,Alan Hwang,Consumer,United States,West,California,US
3854,Toby Ritter,Consumer,United States,West,California,US
3903,Joni Blumstein,Consumer,United States,West,California,US
3912,Rob Lucas,Consumer,United States,West,California,US
3959,Frank Preis,Consumer,United States,West,California,US
4028,Nora Preis,Consumer,United States,West,California,US
4050,Logan Haushalter,Consumer,United States,West,California,US
4074,Katherine Ducich,Consumer,United States,West,California,US
4133,Jas O'Carroll,Consumer,United States,West,California,US
4198,Michael Chen,Consumer,United States,West,California,US
4220,Gary McGarr,Consumer,United States,West,California,US
4259,Khloe Miller,Consumer,United States,West,California,US
4288,Adam Shillingsburg,Consumer,United States,West,California,US
4325,Clytie Kelty,Consumer,United States,West,California,US
4355,Maribeth Dona,Consumer,United States,West,California,US
4543,Philip Brown,Consumer,United States,West,California,US
4652,Sean Christensen,Consumer,United States,West,California,US
4756,Sarah Jordon,Consumer,United States,West,California,US
4799,Justin MacKendrick,Consumer,United States,West,California,US
4815,Rob Dowd,Consumer,United States,West,California,US
4831,Guy Thornton,Consumer,United States,West,California,US
4946,John Lucas,Consumer,United States,West,California,US
5074,Berenike Kampe,Consumer,United States,West,California,US
5182,Alan Barnes,Consumer,United States,West,California,US
5230,John Dryer,Consumer,United States,West,California,US
5300,Jay Kimmel,Consumer,United States,West,California,US
5324,Andy Reiter,Consumer,United States,West,California,US
5339,Zuschuss Carroll,Consumer,United States,West,California,US
5341,Eugene Barchas,Consumer,United States,West,California,US
5385,George Ashbrook,Consumer,United States,West,California,US
5402,Nathan Cano,Consumer,United States,West,California,US
5443,Annie Zypern,Consumer,United States,West,California,US
5543,Patrick O'Brill,Consumer,United States,West,California,US
5559,Lena Cacioppo,Consumer,United States,West,California,US
5684,Hunter Glantz,Consumer,United States,West,California,US
5777,Sarah Brown,Consumer,United States,West,California,US
5968,Becky Pak,Consumer,United States,West,California,US
6161,Jennifer Jackson,Consumer,United States,West,California,US
6235,Bruce Geld,Consumer,United States,West,California,US
6348,Christine Sundaresam,Consumer,United States,West,California,US
6384,Jill Fjeld,Consumer,United States,West,California,US
6585,Mike Vittorini,Consumer,United States,West,California,US
6663,Jessica Myrick,Consumer,United States,West,California,US
6671,Roland Fjeld,Consumer,United States,West,California,US
6732,Russell D'Ascenzo,Consumer,United States,West,California,US
6900,Thomas Thornton,Consumer,United States,West,California,US
6989,Sandra Flanagan,Consumer,United States,West,California,US
7035,Richard Eichhorn,Consumer,United States,West,California,US
7192,Ryan Akin,Consumer,United States,West,California,US
7203,Philip Fox,Consumer,United States,West,California,US
7216,Cassandra Brandow,Consumer,United States,West,California,US
7283,Andrew Roberts,Consumer,United States,West,California,US
7289,Doug Bickford,Consumer,United States,West,California,US
7371,Arthur Gainer,Consumer,United States,West,California,US
7448,Neoma Murray,Consumer,United States,West,California,US
7497,Steven Cartwright,Consumer,United States,West,California,US
7647,Charlotte Melton,Consumer,United States,West,California,US
7651,Trudy Glocke,Consumer,United States,West,California,US
7734,Daniel Lacy,Consumer,United States,West,California,US
7808,Anne McFarland,Consumer,United States,West,California,US
7919,Henry MacAllister,Consumer,United States,West,California,US
7951,Bruce Stewart,Consumer,United States,West,California,US
8017,Maria Bertelson,Consumer,United States,West,California,US
8192,Stewart Visinsky,Consumer,United States,West,California,US
8215,Jay Fein,Consumer,United States,West,California,US
8268,Trudy Brown,Consumer,United States,West,California,US
8345,Sandra Glassco,Consumer,United States,West,California,US
8400,Liz Thompson,Consumer,United States,West,California,US
8540,Shaun Weien,Consumer,United States,West,California,US
8747,Brian Stugart,Consumer,United States,West,California,US
8818,Kelly Williams,Consumer,United States,West,California,US
8860,Nathan Gelder,Consumer,United States,West,California,US
8896,Darren Powers,Consumer,United States,West,California,US
8929,Carlos Daly,Consumer,United States,West,California,US
8976,Ashley Jarboe,Consumer,United States,West,California,US
9054,Pierre Wener,Consumer,United States,West,California,US
9102,Tracy Zic,Consumer,United States,West,California,US
9146,Art Ferguson,Consumer,United States,West,California,US
9160,Melanie Seite,Consumer,United States,West,California,US
9204,Meg Tillman,Consumer,United States,West,California,US
9231,Karen Daniels,Consumer,United States,West,California,US
9234,Helen Abelman,Consumer,United States,West,California,US
9246,Dennis Kane,Consumer,United States,West,California,US
9261,Matt Collins,Consumer,United States,West,California,US
9278,Eric Hoffmann,Consumer,United States,West,California,US
9280,Rick Duston,Consumer,United States,West,California,US
9302,Paul Gonzalez,Consumer,United States,West,California,US
9355,James Galang,Consumer,United States,West,California,US
9462,Ralph Arnett,Consumer,United States,West,California,US
9579,Clay Ludtke,Consumer,United States,West,California,US
9812,Tamara Dahlen,Consumer,United States,West,California,US
9839,Christy Brittain,Consumer,United States,West,California,US
10114,Greg Tran,Consumer,United States,West,California,US
10387,Scot Wooten,Consumer,United States,West,California,US
10438,Anna Chung,Consumer,United States,West,California,US
10573,Chris Cortes,Consumer,United States,West,California,US
10712,Logan Currie,Consumer,United States,West,California,US
10731,Brian Thompson,Consumer,United States,West,California,US
10763,Beth Paige,Consumer,United States,West,California,US
10768,Jason Fortune-,Consumer,United States,West,California,US
10793,Bill Donatelli,Consumer,United States,West,California,US
10907,Jack Lebron,Consumer,United States,West,California,US
11026,Darrin Martin,Consumer,United States,West,California,US
11037,Amy Hunt,Consumer,United States,West,California,US
11138,Ted Trevino,Consumer,United States,West,California,US
11146,Vivian Mathis,Consumer,United States,West,California,US
11232,Denny Ordway,Consumer,United States,West,California,US
11247,Eric Barreto,Consumer,United States,West,California,US
11328,Lisa DeCherney,Consumer,United States,West,California,US
11554,Chloris Kastensmidt,Consumer,United States,West,California,US
11644,Dean Braden,Consumer,United States,West,California,US
11663,Olvera Toch,Consumer,United States,West,California,US
11685,Seth Vernon,Consumer,United States,West,California,US
11844,Ivan Gibson,Consumer,United States,West,California,US
11910,Roy Collins,Consumer,United States,West,California,US
11972,Max Jones,Consumer,United States,West,California,US
12174,Anna Andreadi,Consumer,United States,West,California,US
12202,Christopher Conant,Consumer,United States,West,California,US
12207,Raymond Messe,Consumer,United States,West,California,US
12307,Raymond Buch,Consumer,United States,West,California,US
12458,Larry Blacks,Consumer,United States,West,California,US
12815,Jill Matthias,Consumer,United States,West,California,US
12867,Pete Kriz,Consumer,United States,West,California,US
13249,Ionia McGrath,Consumer,United States,West,California,US
13305,Joseph Holt,Consumer,United States,West,California,US
13343,Liz Preis,Consumer,United States,West,California,US
13354,Pauline Johnson,Consumer,United States,West,California,US
13391,Annie Thurman,Consumer,United States,West,California,US
13405,Dianna Vittorini,Consumer,United States,West,California,US
13436,Kelly Collister,Consumer,United States,West,California,US
13801,Dan Lawera,Consumer,United States,West,California,US
13821,Julia West,Consumer,United States,West,California,US
13898,Pamela Stobb,Consumer,United States,West,California,US
13899,Maris LaWare,Consumer,United States,West,California,US
13941,Brian DeCherney,Consumer,United States,West,California,US
14034,Tim Brockman,Consumer,United States,West,California,US
14054,Joel Eaton,Consumer,United States,West,California,US
14254,Carlos Soltero,Consumer,United States,West,California,US
14355,Jonathan Howell,Consumer,United States,West,California,US
14475,Phillip Flathmann,Consumer,United States,West,California,US
14519,Lisa Hazard,Consumer,United States,West,California,US
14575,Irene Maddox,Consumer,United States,West,California,US
14656,Rose O'Brian,Consumer,United States,West,California,US
14669,Liz Pelletier,Consumer,United States,West,California,US
14773,Ralph Ritter,Consumer,United States,West,California,US
14775,Toby Gnade,Consumer,United States,West,California,US
14848,Bobby Elias,Consumer,United States,West,California,US
15004,Mark Hamilton,Consumer,United States,West,California,US
15020,Maribeth Schnelling,Consumer,United States,West,California,US
15131,Carl Ludwig,Consumer,United States,West,California,US
15162,Mike Kennedy,Consumer,United States,West,California,US
15413,Roy Französisch,Consumer,United States,West,California,US
15438,Jasper Cacioppo,Consumer,United States,West,California,US
15494,Charles McCrossin,Consumer,United States,West,California,US
15552,Jeremy Ellison,Consumer,United States,West,California,US
15792,Frank Olsen,Consumer,United States,West,California,US
15869,Christopher Martinez,Consumer,United States,West,California,US
15876,Delfina Latchford,Consumer,United States,West,California,US
15912,Jamie Frazer,Consumer,United States,West,California,US
16006,Sean O'Donnell,Consumer,United States,West,California,US
16162,Caroline Jumper,Consumer,United States,West,California,US
16227,Michael Moore,Consumer,United States,West,California,US
16311,Sarah Bern,Consumer,United States,West,California,US
16537,Becky Martin,Consumer,United States,West,California,US
16539,Dave Brooks,Consumer,United States,West,California,US
16675,Karl Braun,Consumer,United States,West,California,US
16861,Natalie DeCherney,Consumer,United States,West,California,US
16946,Christina VanderZanden,Consumer,United States,West,California,US
17007,Tom Boeckenhauer,Consumer,United States,West,California,US
17193,Luke Weiss,Consumer,United States,West,California,US
17411,Speros Goranitis,Consumer,United States,West,California,US
17413,Lauren Leatherbury,Consumer,United States,West,California,US
17418,Mick Brown,Consumer,United States,West,California,US
17526,Dorothy Dickinson,Consumer,United States,West,California,US
17567,Darren Koutras,Consumer,United States,West,California,US
17585,Trudy Schmidt,Consumer,United States,West,California,US
17650,Michelle Moray,Consumer,United States,West,California,US
17910,Vivek Sundaresam,Consumer,United States,West,California,US
18040,Kelly Andreada,Consumer,United States,West,California,US
18418,Clay Cheatham,Consumer,United States,West,California,US
18430,Stuart Calhoun,Consumer,United States,West,California,US
18432,Troy Staebel,Consumer,United States,West,California,US
18519,Craig Carreira,Consumer,United States,West,California,US
18700,Kean Thornton,Consumer,United States,West,California,US
18805,Carol Triggs,Consumer,United States,West,California,US
18827,John Castell,Consumer,United States,West,California,US
19037,Toby Carlisle,Consumer,United States,West,California,US
19172,Tracy Blumstein,Consumer,United States,West,California,US
19311,Erin Creighton,Consumer,United States,West,California,US
19337,Eric Murdock,Consumer,United States,West,California,US
19362,Bruce Degenhardt,Consumer,United States,West,California,US
19456,Jeremy Lonsdale,Consumer,United States,West,California,US
19637,Janet Martin,Consumer,United States,West,California,US
19795,Patrick Ryan,Consumer,United States,West,California,US
19829,Tony Molinari,Consumer,United States,West,California,US
20030,Maxwell Schwartz,Consumer,United States,West,California,US
20092,Janet Lee,Consumer,United States,West,California,US
20096,Anthony Witt,Consumer,United States,West,California,US
20153,Joe Kamberova,Consumer,United States,West,California,US
20250,Allen Goldenen,Consumer,United States,West,California,US
20399,John Murray,Consumer,United States,West,California,US
20441,Joy Bell-,Consumer,United States,West,California,US
20676,Duane Benoit,Consumer,United States,West,California,US
20867,Sonia Cooley,Consumer,United States,West,California,US
20899,Neola Schneider,Consumer,United States,West,California,US
20923,Chad McGuire,Consumer,United States,West,California,US
21025,Mike Gockenbach,Consumer,United States,West,California,US
21033,Debra Catini,Consumer,United States,West,California,US
21119,Robert Waldorf,Consumer,United States,West,California,US
21184,Joni Wasserman,Consumer,United States,West,California,US
21214,Marc Crier,Consumer,United States,West,California,US
21261,Astrea Jones,Consumer,United States,West,California,US
21288,Joy Smith,Consumer,United States,West,California,US
21527,Jamie Kunitz,Consumer,United States,West,California,US
21778,Tony Sayre,Consumer,United States,West,California,US
21850,Gary Hwang,Consumer,United States,West,California,US
21953,Emily Phan,Consumer,United States,West,California,US
22005,Joe Elijah,Consumer,United States,West,California,US
22019,Scott Williamson,Consumer,United States,West,California,US
22328,Bradley Drucker,Consumer,United States,West,California,US
22426,Doug O'Connell,Consumer,United States,West,California,US
22710,Luke Foster,Consumer,United States,West,California,US
22743,Laurel Elliston,Consumer,United States,West,California,US
22805,Alex Grayson,Consumer,United States,West,California,US
23016,Russell Applegate,Consumer,United States,West,California,US
23075,Bradley Nguyen,Consumer,United States,West,California,US
251,Mark Haberlin,Corporate,United States,West,California,US
518,Dean Katz,Corporate,United States,West,California,US
619,Jonathan Doherty,Corporate,United States,West,California,US
620,Damala Kotsonis,Corporate,United States,West,California,US
694,Katrina Edelman,Corporate,United States,West,California,US
709,Mary Zewe,Corporate,United States,West,California,US
726,Frank Hawley,Corporate,United States,West,California,US
732,Andy Yotov,Corporate,United States,West,California,US
766,Kean Nguyen,Corporate,United States,West,California,US
770,Edward Hooks,Corporate,United States,West,California,US
893,Aleksandra Gannaway,Corporate,United States,West,California,US
1073,Aaron Hawkins,Corporate,United States,West,California,US
1087,Pauline Webber,Corporate,United States,West,California,US
1182,Marina Lichtenstein,Corporate,United States,West,California,US
1190,Maya Herman,Corporate,United States,West,California,US
1438,Filia McAdams,Corporate,United States,West,California,US
1616,Noel Staavos,Corporate,United States,West,California,US
1694,Anthony Rawles,Corporate,United States,West,California,US
1745,Ed Braxton,Corporate,United States,West,California,US
1770,Alyssa Crouse,Corporate,United States,West,California,US
1786,Grace Kelly,Corporate,United States,West,California,US
1854,Michelle Ellison,Corporate,United States,West,California,US
1864,Nick Crebassa,Corporate,United States,West,California,US
1902,Barry Blumstein,Corporate,United States,West,California,US
2218,David Wiener,Corporate,United States,West,California,US
2259,Robert Barroso,Corporate,United States,West,California,US
2295,Janet Molinari,Corporate,United States,West,California,US
2343,Hilary Holden,Corporate,United States,West,California,US
2448,Victoria Pisteka,Corporate,United States,West,California,US
2465,Lisa Ryan,Corporate,United States,West,California,US
2670,Frank Atkinson,Corporate,United States,West,California,US
2694,Henry Goldwyn,Corporate,United States,West,California,US
2744,Brian Moss,Corporate,United States,West,California,US
2908,Allen Rosenblatt,Corporate,United States,West,California,US
3144,Rachel Payne,Corporate,United States,West,California,US
3185,Sylvia Foulston,Corporate,United States,West,California,US
3253,Todd Sumrall,Corporate,United States,West,California,US
3273,Greg Guthrie,Corporate,United States,West,California,US
3406,Tiffany House,Corporate,United States,West,California,US
3565,Scott Cohen,Corporate,United States,West,California,US
3569,Justin Deggeller,Corporate,United States,West,California,US
3587,Adam Hart,Corporate,United States,West,California,US
3589,Thomas Seio,Corporate,United States,West,California,US
3655,Georgia Rosenberg,Corporate,United States,West,California,US
3734,Laurel Workman,Corporate,United States,West,California,US
3758,Luke Schmidt,Corporate,United States,West,California,US
3915,Roland Schwarz,Corporate,United States,West,California,US
3983,Denny Joy,Corporate,United States,West,California,US
4005,Cyma Kinney,Corporate,United States,West,California,US
4140,Stefanie Holloman,Corporate,United States,West,California,US
4171,Bart Pistole,Corporate,United States,West,California,US
4280,Julie Creighton,Corporate,United States,West,California,US
4377,Anthony Johnson,Corporate,United States,West,California,US
4649,Elizabeth Moffitt,Corporate,United States,West,California,US
4708,Rick Wilson,Corporate,United States,West,California,US
4834,Ann Blume,Corporate,United States,West,California,US
4900,Dave Hallsten,Corporate,United States,West,California,US
5056,Monica Federle,Corporate,United States,West,California,US
5079,Mike Caudle,Corporate,United States,West,California,US
5125,Alice McCarthy,Corporate,United States,West,California,US
5262,Carol Adams,Corporate,United States,West,California,US
5320,Dario Medina,Corporate,United States,West,California,US
5343,Bill Tyler,Corporate,United States,West,California,US
5472,Linda Southworth,Corporate,United States,West,California,US
5473,Jill Stevenson,Corporate,United States,West,California,US
5481,Bart Watters,Corporate,United States,West,California,US
5531,Ken Black,Corporate,United States,West,California,US
5542,Jennifer Braxton,Corporate,United States,West,California,US
5686,Claudia Bergmann,Corporate,United States,West,California,US
5753,Anthony Jacobs,Corporate,United States,West,California,US
5922,Stephanie Phelps,Corporate,United States,West,California,US
6057,Eleni McCrary,Corporate,United States,West,California,US
6279,Stewart Carmichael,Corporate,United States,West,California,US
6993,Odella Nelson,Corporate,United States,West,California,US
7029,Tim Taslimi,Corporate,United States,West,California,US
7109,David Smith,Corporate,United States,West,California,US
7325,David Bremer,Corporate,United States,West,California,US
7405,Lori Olson,Corporate,United States,West,California,US
7496,Sean Braxton,Corporate,United States,West,California,US
7540,Ken Dana,Corporate,United States,West,California,US
7581,Stefania Perrino,Corporate,United States,West,California,US
7665,George Bell,Corporate,United States,West,California,US
7738,Muhammed MacIntyre,Corporate,United States,West,California,US
7752,Shaun Chance,Corporate,United States,West,California,US
7877,Roy Phan,Corporate,United States,West,California,US
8049,Katherine Nockton,Corporate,United States,West,California,US
8291,Maribeth Yedwab,Corporate,United States,West,California,US
8317,Nona Balk,Corporate,United States,West,California,US
8485,Karen Bern,Corporate,United States,West,California,US
8617,Yoseph Carroll,Corporate,United States,West,California,US
8741,John Grady,Corporate,United States,West,California,US
8804,Chris Selesnick,Corporate,United States,West,California,US
9090,Harry Marie,Corporate,United States,West,California,US
9122,Matt Hagelstein,Corporate,United States,West,California,US
9166,Kristen Hastings,Corporate,United States,West,California,US
9169,Yana Sorensen,Corporate,United States,West,California,US
9268,Darren Budd,Corporate,United States,West,California,US
9699,Laura Armstrong,Corporate,United States,West,California,US
9933,Suzanne McNair,Corporate,United States,West,California,US
9987,Erica Bern,Corporate,United States,West,California,US
10020,Justin Ritter,Corporate,United States,West,California,US
10132,Matthew Clasen,Corporate,United States,West,California,US
10252,Theresa Swint,Corporate,United States,West,California,US
10421,Fred Chung,Corporate,United States,West,California,US
10940,Bill Overfelt,Corporate,United States,West,California,US
11118,Ricardo Sperren,Corporate,United States,West,California,US
11254,Anna Häberlin,Corporate,United States,West,California,US
11292,Jim Epp,Corporate,United States,West,California,US
11432,Jason Gross,Corporate,United States,West,California,US
11507,Christine Phan,Corporate,United States,West,California,US
11727,Erin Ashbrook,Corporate,United States,West,California,US
11745,Darrin Van Huff,Corporate,United States,West,California,US
11903,Karen Carlisle,Corporate,United States,West,California,US
11926,Dave Poirier,Corporate,United States,West,California,US
12354,Ruben Ausman,Corporate,United States,West,California,US
12425,Dionis Lloyd,Corporate,United States,West,California,US
12503,Rob Williams,Corporate,United States,West,California,US
12563,Barry Französisch,Corporate,United States,West,California,US
12593,Linda Cazamias,Corporate,United States,West,California,US
12855,Craig Yedwab,Corporate,United States,West,California,US
12861,Anthony O'Donnell,Corporate,United States,West,California,US
12947,Scot Coram,Corporate,United States,West,California,US
13036,Don Jones,Corporate,United States,West,California,US
13065,Tom Stivers,Corporate,United States,West,California,US
13179,Cynthia Voltz,Corporate,United States,West,California,US
13541,Keith Dawkins,Corporate,United States,West,California,US
13572,Jim Sink,Corporate,United States,West,California,US
13580,Jane Waco,Corporate,United States,West,California,US
13668,Greg Maxwell,Corporate,United States,West,California,US
13773,Edward Becker,Corporate,United States,West,California,US
13798,Aaron Smayling,Corporate,United States,West,California,US
13830,Sally Hughsby,Corporate,United States,West,California,US
13855,Dorothy Wardle,Corporate,United States,West,California,US
14236,Muhammed Yedwab,Corporate,United States,West,California,US
14245,Andrew Gjertsen,Corporate,United States,West,California,US
14312,Victoria Wilson,Corporate,United States,West,California,US
14363,Alejandro Savely,Corporate,United States,West,California,US
14596,Eudokia Martin,Corporate,United States,West,California,US
14636,Pamela Coakley,Corporate,United States,West,California,US
14896,Brendan Murry,Corporate,United States,West,California,US
14903,Matt Connell,Corporate,United States,West,California,US
14965,Sung Pak,Corporate,United States,West,California,US
15133,Fred Hopkins,Corporate,United States,West,California,US
15866,Fred Wasserman,Corporate,United States,West,California,US
16035,Jack O'Briant,Corporate,United States,West,California,US
16465,Helen Wasserman,Corporate,United States,West,California,US
16676,Lindsay Williams,Corporate,United States,West,California,US
16702,Candace McMahon,Corporate,United States,West,California,US
16733,Bill Stewart,Corporate,United States,West,California,US
16844,Jason Klamczynski,Corporate,United States,West,California,US
16851,Barry Pond,Corporate,United States,West,California,US
16863,George Zrebassa,Corporate,United States,West,California,US
17718,Charles Sheldon,Corporate,United States,West,California,US
18119,Saphhira Shifley,Corporate,United States,West,California,US
18673,Nicole Hansen,Corporate,United States,West,California,US
19181,Harold Ryan,Corporate,United States,West,California,US
19338,Heather Kirkland,Corporate,United States,West,California,US
19631,Michael Kennedy,Corporate,United States,West,California,US
19941,Dan Reichenbach,Corporate,United States,West,California,US
20367,Ken Heidel,Corporate,United States,West,California,US
21318,Justin Ellison,Corporate,United States,West,California,US
21448,Jim Mitchum,Corporate,United States,West,California,US
21815,Matt Collister,Corporate,United States,West,California,US
22011,Mitch Willingham,Corporate,United States,West,California,US
22230,Patrick Jones,Corporate,United States,West,California,US
22533,Brenda Bowman,Corporate,United States,West,California,US
22666,Brad Norvell,Corporate,United States,West,California,US
22713,Alan Schoenberger,Corporate,United States,West,California,US
22717,Denise Monton,Corporate,United States,West,California,US
22807,Ben Peterman,Corporate,United States,West,California,US
22942,Kalyca Meade,Corporate,United States,West,California,US
22969,Christine Abelman,Corporate,United States,West,California,US
243,Cynthia Delaney,Home Office,United States,West,California,US
252,Deborah Brumfield,Home Office,United States,West,California,US
352,Steven Roelle,Home Office,United States,West,California,US
542,Eileen Kiefer,Home Office,United States,West,California,US
543,Sample Company A,Home Office,United States,West,California,US
707,Paul Knutson,Home Office,United States,West,California,US
747,Nathan Mautz,Home Office,United States,West,California,US
793,Paul Stevenson,Home Office,United States,West,California,US
827,Nicole Fjeld,Home Office,United States,West,California,US
876,Beth Thompson,Home Office,United States,West,California,US
900,Marc Harrigan,Home Office,United States,West,California,US
995,Harold Pawlan,Home Office,United States,West,California,US
996,Steve Nguyen,Home Office,United States,West,California,US
1148,Bradley Talbott,Home Office,United States,West,California,US
1719,Dennis Pardue,Home Office,United States,West,California,US
1726,Becky Castell,Home Office,United States,West,California,US
1754,Darrin Sayre,Home Office,United States,West,California,US
1759,Gary Hansen,Home Office,United States,West,California,US
1771,Ben Ferrer,Home Office,United States,West,California,US
1862,Alejandro Ballentine,Home Office,United States,West,California,US
1880,Vicky Freymann,Home Office,United States,West,California,US
2079,Emily Ducich,Home Office,United States,West,California,US
2313,Frank Merwin,Home Office,United States,West,California,US
2669,Jim Kriz,Home Office,United States,West,California,US
2692,Michelle Arnett,Home Office,United States,West,California,US
2780,Karen Ferguson,Home Office,United States,West,California,US
3006,Tanja Norvell,Home Office,United States,West,California,US
3140,Eugene Hildebrand,Home Office,United States,West,California,US
3276,Nancy Lomonaco,Home Office,United States,West,California,US
3313,Paul Lucas,Home Office,United States,West,California,US
3376,Tracy Collins,Home Office,United States,West,California,US
3419,Deanra Eno,Home Office,United States,West,California,US
3504,Matt Abelman,Home Office,United States,West,California,US
3648,Steve Carroll,Home Office,United States,West,California,US
3757,Lindsay Shagiari,Home Office,United States,West,California,US
3784,Duane Huffman,Home Office,United States,West,California,US
3942,Erica Hernandez,Home Office,United States,West,California,US
4135,Chad Cunningham,Home Office,United States,West,California,US
4347,Alyssa Tate,Home Office,United States,West,California,US
4480,James Lanier,Home Office,United States,West,California,US
5561,Julia Barnett,Home Office,United States,West,California,US
5855,Nora Pelletier,Home Office,United States,West,California,US
5949,Catherine Glotzbach,Home Office,United States,West,California,US
6525,Julie Prescott,Home Office,United States,West,California,US
6797,Pauline Chand,Home Office,United States,West,California,US
6889,Parhena Norris,Home Office,United States,West,California,US
7104,Nick Zandusky,Home Office,United States,West,California,US
7279,Rick Huthwaite,Home Office,United States,West,California,US
7331,Ann Steele,Home Office,United States,West,California,US
7626,Meg O'Connel,Home Office,United States,West,California,US
7683,Frank Carlisle,Home Office,United States,West,California,US
7829,Bryan Spruell,Home Office,United States,West,California,US
7923,Christopher Schild,Home Office,United States,West,California,US
8171,Robert Marley,Home Office,United States,West,California,US
8229,Robert Dilbeck,Home Office,United States,West,California,US
8419,Corinna Mitchell,Home Office,United States,West,California,US
8513,Maria Zettner,Home Office,United States,West,California,US
8574,Jesus Ocampo,Home Office,United States,West,California,US
8814,Patrick Bzostek,Home Office,United States,West,California,US
8817,Skye Norling,Home Office,United States,West,California,US
9001,Phillina Ober,Home Office,United States,West,California,US
9030,Lindsay Castell,Home Office,United States,West,California,US
9143,Katherine Murray,Home Office,United States,West,California,US
9279,Paul Prost,Home Office,United States,West,California,US
9487,Sean Miller,Home Office,United States,West,California,US
9676,Dianna Wilson,Home Office,United States,West,California,US
10054,Ross DeVincentis,Home Office,United States,West,California,US
10270,Michael Granlund,Home Office,United States,West,California,US
10397,Dennis Bolton,Home Office,United States,West,California,US
10798,Julie Kriz,Home Office,United States,West,California,US
11030,Barry Franz,Home Office,United States,West,California,US
11264,Rick Bensley,Home Office,United States,West,California,US
11567,Maria Etezadi,Home Office,United States,West,California,US
11597,Ross Baird,Home Office,United States,West,California,US
11787,Paul Van Hugh,Home Office,United States,West,California,US
12674,Cathy Armstrong,Home Office,United States,West,California,US
